Frame	Time	LH_pinky_fingertip X	LH_pinky_fingertip Y	LH_pinky_fingertip Z	LH_pinky_fingertip Type	LH_pinky_DIP X	LH_pinky_DIP Y	LH_pinky_DIP Z	LH_pinky_DIP Type	LH_pinky_PIP X	LH_pinky_PIP Y	LH_pinky_PIP Z	LH_pinky_PIP Type	LH_pinky_MCP X	LH_pinky_MCP Y	LH_pinky_MCP Z	LH_pinky_MCP Type	LH_ring_fingertip X	LH_ring_fingertip Y	LH_ring_fingertip Z	LH_ring_fingertip Type	LH_ring_DIP X	LH_ring_DIP Y	LH_ring_DIP Z	LH_ring_DIP Type	LH_ring_PIP X	LH_ring_PIP Y	LH_ring_PIP Z	LH_ring_PIP Type	LH_ring_MCP X	LH_ring_MCP Y	LH_ring_MCP Z	LH_ring_MCP Type	LH_middle_fingertip X	LH_middle_fingertip Y	LH_middle_fingertip Z	LH_middle_fingertip Type	LH_middle_DIP X	LH_middle_DIP Y	LH_middle_DIP Z	LH_middle_DIP Type	LH_middle_PIP X	LH_middle_PIP Y	LH_middle_PIP Z	LH_middle_PIP Type	LH_middle_MCP X	LH_middle_MCP Y	LH_middle_MCP Z	LH_middle_MCP Type	LH_index_fingertip X	LH_index_fingertip Y	LH_index_fingertip Z	LH_index_fingertip Type	LH_index_DIP X	LH_index_DIP Y	LH_index_DIP Z	LH_index_DIP Type	LH_index_PIP X	LH_index_PIP Y	LH_index_PIP Z	LH_index_PIP Type	LH_index_MCP X	LH_index_MCP Y	LH_index_MCP Z	LH_index_MCP Type	LH_thumb_fingertip X	LH_thumb_fingertip Y	LH_thumb_fingertip Z	LH_thumb_fingertip Type	LH_thumb_IP2 X	LH_thumb_IP2 Y	LH_thumb_IP2 Z	LH_thumb_IP2 Type	LH_thumb_IP1 X	LH_thumb_IP1 Y	LH_thumb_IP1 Z	LH_thumb_IP1 Type	LH_thumb_MCP2 X	LH_thumb_MCP2 Y	LH_thumb_MCP2 Z	LH_thumb_MCP2 Type	LH_thumb_MCP1 X	LH_thumb_MCP1 Y	LH_thumb_MCP1 Z	LH_thumb_MCP1 Type	LH_thumb_base X	LH_thumb_base Y	LH_thumb_base Z	LH_thumb_base Type	LH_wrist2 X	LH_wrist2 Y	LH_wrist2 Z	LH_wrist2 Type	LH_wrist1 X	LH_wrist1 Y	LH_wrist1 Z	LH_wrist1 Type	RH_thumb_fingertip X	RH_thumb_fingertip Y	RH_thumb_fingertip Z	RH_thumb_fingertip Type	RH_thumb_IP1 X	RH_thumb_IP1 Y	RH_thumb_IP1 Z	RH_thumb_IP1 Type	RH_thumb_IP2 X	RH_thumb_IP2 Y	RH_thumb_IP2 Z	RH_thumb_IP2 Type	RH_thumb_MCP1 X	RH_thumb_MCP1 Y	RH_thumb_MCP1 Z	RH_thumb_MCP1 Type	RH_thumb_MCP2 X	RH_thumb_MCP2 Y	RH_thumb_MCP2 Z	RH_thumb_MCP2 Type	RH_thumb_base X	RH_thumb_base Y	RH_thumb_base Z	RH_thumb_base Type	RH_wrist2 X	RH_wrist2 Y	RH_wrist2 Z	RH_wrist2 Type	RH_wrist1 X	RH_wrist1 Y	RH_wrist1 Z	RH_wrist1 Type	RH_index_fingertip X	RH_index_fingertip Y	RH_index_fingertip Z	RH_index_fingertip Type	RH_index_DIP X	RH_index_DIP Y	RH_index_DIP Z	RH_index_DIP Type	RH_index_PIP X	RH_index_PIP Y	RH_index_PIP Z	RH_index_PIP Type	RH_index_MCP X	RH_index_MCP Y	RH_index_MCP Z	RH_index_MCP Type	RH_middle_fingertip X	RH_middle_fingertip Y	RH_middle_fingertip Z	RH_middle_fingertip Type	RH_middle_DIP X	RH_middle_DIP Y	RH_middle_DIP Z	RH_middle_DIP Type	RH_middle_PIP X	RH_middle_PIP Y	RH_middle_PIP Z	RH_middle_PIP Type	RH_middle_MCP X	RH_middle_MCP Y	RH_middle_MCP Z	RH_middle_MCP Type	RH_ring_fingertip X	RH_ring_fingertip Y	RH_ring_fingertip Z	RH_ring_fingertip Type	RH_ring_DIP X	RH_ring_DIP Y	RH_ring_DIP Z	RH_ring_DIP Type	RH_ring_PIP X	RH_ring_PIP Y	RH_ring_PIP Z	RH_ring_PIP Type	RH_ring_MCP X	RH_ring_MCP Y	RH_ring_MCP Z	RH_ring_MCP Type	RH_pinky_fingertip X	RH_pinky_fingertip Y	RH_pinky_fingertip Z	RH_pinky_fingertip Type	RH_pinky_DIP X	RH_pinky_DIP Y	RH_pinky_DIP Z	RH_pinky_DIP Type	RH_pinky_PIP X	RH_pinky_PIP Y	RH_pinky_PIP Z	RH_pinky_PIP Type	RH_pinky_MCP X	RH_pinky_MCP Y	RH_pinky_MCP Z	RH_pinky_MCP Type
2076	11.52778	1219.751	10.372	341.253	Measured	1201.223	9.378	326.61	Measured	1187.144	2.203	309.67	Measured	1159.92	-11.646	282.858	Measured	1224.034	-14.65	374.746	Measured	1185.947	-17.539	331.472	Measured	1205.298	-15.894	359.712	Measured	1149.595	-24.948	293.245	Measured	1221.761	-43.891	389.56	Measured	1203.953	-46.289	378.887	Measured	1181.093	-44.206	350.336	Measured	1143.325	-41.573	306.44	Measured	1209.976	-73.73	386.084	Measured	1193.273	-72.734	371.601	Measured	1172.068	-72.267	351.116	Measured	1139.103	-68.274	307.784	Measured	1169.221	-142.254	322.371	Measured	1157.517	-123.692	303.865	Measured	1168.237	-143.214	294.56	Measured	1145.389	-118.605	276.044	Measured	1159.148	-127.52	255.869	Measured	1137.482	-100.79	231.998	Measured	1098.803	-33.562	230.24	Measured	1104.734	-52.515	236.478	Measured	1173.894	-500.64	322.532	Measured	1166.99	-505.219	295.739	Measured	1154.278	-521.531	310.765	Measured	1148.069	-522.959	262.255	Measured	1134.563	-533.284	281.537	Measured	1120.84	-548.598	240.401	Measured	1076.67	-606.982	242.107	Measured	1086.147	-588.507	248.49	Measured	1198.891	-567.688	391.175	Measured	1182.848	-571.672	378.083	Measured	1163.982	-574.87	360.106	Measured	1128.277	-579.324	318.564	Measured	1221.619	-602.042	390.484	Measured	1206.467	-606.104	379.408	Measured	1179.501	-605.27	356.645	Measured	1135.232	-607.403	318.521	Measured	1223.654	-643.352	368.177	Measured	1207.562	-643.231	356.359	Measured	1181.254	-633.602	334.122	Measured	1140.908	-627.589	306.583	Measured	1216.383	-663.574	339.487	Measured	1198.556	-665.725	325.531	Measured	1176.793	-654.94	309.398	Measured	1153.752	-638.242	301.781	Measured
2077	11.53333	1221.673	10.593	339.638	Measured	1202.892	9.543	325.313	Measured	1188.551	2.355	308.682	Measured	1160.841	-11.586	282.359	Measured	1226.242	-14.462	373.283	Measured	1187.657	-17.57	330.427	Measured	1207.296	-15.807	358.461	Measured	1150.718	-24.977	292.863	Measured	1224.423	-44.026	387.994	Measured	1206.488	-46.366	377.605	Measured	1183.137	-44.265	349.476	Measured	1144.784	-41.672	306.02	Measured	1212.688	-73.913	384.498	Measured	1195.811	-72.947	370.387	Measured	1174.268	-72.448	350.2	Measured	1140.62	-68.303	307.389	Measured	1171.032	-142.41	321.354	Measured	1159.043	-123.847	303.006	Measured	1169.596	-143.229	293.528	Measured	1146.48	-118.609	275.479	Measured	1159.963	-127.469	254.918	Measured	1137.874	-100.78	231.437	Measured	1099.037	-33.548	230.191	Measured	1104.961	-52.465	236.395	Measured	1175.29	-500.676	321.596	Measured	1167.958	-505.23	294.915	Measured	1155.514	-521.629	310.094	Measured	1148.693	-522.427	261.958	Measured	1135.522	-533.476	281.194	Measured	1121.08	-548.741	240.256	Measured	1076.81	-607.102	242.266	Measured	1086.289	-588.617	248.572	Measured	1201.246	-567.65	389.969	Measured	1184.965	-571.72	377.1	Measured	1165.888	-574.949	359.233	Measured	1129.599	-579.387	318.305	Measured	1224.048	-602.069	388.797	Measured	1208.666	-606.186	377.991	Measured	1181.39	-605.277	355.663	Measured	1136.532	-607.399	318.126	Measured	1225.604	-643.426	366.601	Measured	1209.319	-643.326	354.995	Measured	1182.748	-633.664	333.218	Measured	1141.953	-627.6	306.17	Measured	1217.732	-663.756	338.007	Measured	1199.73	-665.933	324.403	Measured	1177.782	-655.088	308.599	Measured	1154.676	-638.335	301.223	Measured
2078	11.53889	1223.809	10.705	337.969	Measured	1204.757	9.609	323.968	Measured	1190.094	2.413	307.622	Measured	1161.818	-11.578	281.806	Measured	1228.641	-14.363	371.728	Measured	1189.406	-17.516	329.503	Measured	1209.478	-15.718	357.238	Measured	1151.901	-25.042	292.551	Measured	1227.281	-44.186	386.349	Measured	1209.019	-46.239	375.918	Measured	1185.317	-44.427	348.518	Measured	1146.299	-41.788	305.621	Measured	1215.557	-74.146	382.89	Measured	1198.511	-73.385	369.189	Measured	1176.659	-72.499	349.033	Measured	1142.166	-68.366	306.961	Measured	1172.947	-142.624	320.2	Measured	1160.687	-123.962	302.333	Measured	1171.074	-143.204	292.742	Measured	1147.613	-118.692	274.856	Measured	1160.799	-127.251	254.009	Measured	1138.256	-100.618	231.046	Measured	1099.216	-33.548	230.196	Measured	1105.175	-52.435	236.376	Measured	1176.666	-500.689	320.616	Measured	1168.947	-506.272	293.806	Measured	1156.795	-521.69	309.44	Measured	1149.074	-522.635	261.669	Measured	1136.359	-533.597	280.821	Measured	1121.286	-548.882	240.133	Measured	1076.978	-607.239	242.478	Measured	1086.429	-588.753	248.694	Measured	1203.826	-567.554	388.51	Measured	1187.32	-571.631	375.969	Measured	1167.927	-574.896	358.408	Measured	1130.988	-579.484	318.062	Measured	1226.364	-602.355	387.329	Measured	1211.174	-606.077	376.288	Measured	1183.383	-605.244	354.653	Measured	1137.876	-607.38	317.709	Measured	1227.373	-643.776	365.287	Measured	1211.24	-643.372	353.585	Measured	1184.295	-633.731	332.215	Measured	1143.029	-627.577	305.75	Measured	1219.112	-663.946	336.515	Measured	1200.91	-666.183	323.258	Measured	1178.659	-655.349	307.96	Measured	1155.583	-638.431	300.702	Measured
2079	11.54444	1226.081	10.704	336.195	Measured	1206.677	9.673	322.643	Measured	1191.706	2.461	306.592	Measured	1162.805	-11.582	281.335	Measured	1231.269	-14.357	370.001	Measured	1191.329	-17.543	328.498	Measured	1211.874	-15.721	355.852	Measured	1153.115	-25.147	292.163	Measured	1230.226	-44.386	384.605	Measured	1211.89	-46.484	374.42	Measured	1187.685	-44.652	347.509	Measured	1147.914	-41.89	305.204	Measured	1218.581	-74.417	381.12	Measured	1201.249	-73.646	367.757	Measured	1179.109	-72.783	347.998	Measured	1143.871	-68.499	306.502	Measured	1174.95	-142.869	319.034	Measured	1162.391	-124.126	301.309	Measured	1172.431	-143.514	291.825	Measured	1148.782	-118.752	274.195	Measured	1161.798	-126.85	252.869	Measured	1138.582	-100.511	230.618	Measured	1099.373	-33.533	230.226	Measured	1105.379	-52.391	236.38	Measured	1178.123	-500.748	319.442	Measured	1170.049	-506.424	292.85	Measured	1158.118	-521.729	308.687	Measured	1149.569	-522.791	260.988	Measured	1137.194	-533.686	280.457	Measured	1121.45	-549.054	239.971	Measured	1077.166	-607.379	242.709	Measured	1086.583	-588.886	248.835	Measured	1206.564	-567.311	386.977	Measured	1189.83	-571.428	374.733	Measured	1170.132	-574.798	357.528	Measured	1132.441	-579.543	317.792	Measured	1228.949	-602.324	385.532	Measured	1213.425	-606.089	374.877	Measured	1185.399	-605.242	353.531	Measured	1139.301	-607.359	317.252	Measured	1229.595	-643.815	363.48	Measured	1213.23	-643.379	352.001	Measured	1185.925	-633.781	331.098	Measured	1144.203	-627.544	305.367	Measured	1220.633	-664.154	334.948	Measured	1202.127	-666.355	322.075	Measured	1179.851	-655.433	306.911	Measured	1156.573	-638.496	300.08	Measured
2080	11.55	1229.231	10.365	334.205	Measured	1208.816	9.652	321.127	Measured	1193.101	3.207	306.288	Measured	1163.843	-11.436	280.919	Measured	1234.171	-14.452	368.06	Measured	1193.391	-17.615	327.335	Measured	1214.504	-15.875	354.246	Measured	1154.438	-25.183	291.861	Measured	1233.442	-44.636	382.681	Measured	1214.845	-46.753	372.781	Measured	1190.17	-44.836	346.397	Measured	1149.538	-42.105	304.78	Measured	1221.824	-74.662	379.356	Measured	1204.245	-73.896	366.065	Measured	1181.661	-73.145	347.008	Measured	1145.743	-68.677	306.028	Measured	1177.078	-143.106	317.641	Measured	1164.199	-124.249	300.365	Measured	1173.947	-143.438	290.688	Measured	1150.015	-118.773	273.494	Measured	1162.659	-126.693	251.862	Measured	1138.966	-100.371	230.188	Measured	1099.5	-33.437	230.278	Measured	1105.593	-52.333	236.353	Measured	1179.66	-500.65	318.241	Measured	1171.405	-507.745	290.589	Measured	1159.497	-521.763	307.803	Measured	1150.176	-522.886	260.398	Measured	1138.074	-533.693	280.017	Measured	1121.635	-549.109	239.884	Measured	1077.336	-607.484	242.939	Measured	1086.722	-588.973	249.019	Measured	1209.529	-567.059	385.132	Measured	1192.55	-571.186	373.264	Measured	1172.459	-574.615	356.502	Measured	1133.917	-579.567	317.451	Measured	1231.617	-602.215	383.558	Measured	1215.91	-606.001	373.197	Measured	1187.511	-605.192	352.335	Measured	1140.811	-607.31	316.806	Measured	1231.873	-643.795	361.605	Measured	1215.325	-643.329	350.43	Measured	1187.698	-633.775	330.028	Measured	1145.441	-627.504	304.939	Measured	1222.141	-664.406	333.404	Measured	1203.431	-666.535	320.748	Measured	1180.954	-655.524	305.963	Measured	1157.639	-638.493	299.427	Measured
2081	11.55556	1231.168	10.522	332.186	Measured	1211.058	9.655	319.605	Measured	1194.969	3.305	305.074	Measured	1164.913	-11.341	280.334	Measured	1237.722	-14.914	365.976	Measured	1195.6	-17.674	326.138	Measured	1217.272	-15.984	352.608	Measured	1155.853	-25.217	291.475	Measured	1236.864	-44.948	380.445	Measured	1218.049	-47.022	370.932	Measured	1192.784	-45.058	345.137	Measured	1151.316	-42.261	304.386	Measured	1225.231	-75.002	377.303	Measured	1207.387	-74.174	364.372	Measured	1184.393	-73.457	345.815	Measured	1147.838	-68.959	305.506	Measured	1179.299	-143.311	316.158	Measured	1166.042	-124.374	299.117	Measured	1175.707	-143.567	289.118	Measured	1151.28	-118.708	272.744	Measured	1163.68	-126.6	250.612	Measured	1139.339	-100.159	229.744	Measured	1099.618	-33.274	230.37	Measured	1105.797	-52.202	236.338	Measured	1181.264	-500.601	316.785	Measured	1172.554	-507.838	289.216	Measured	1160.891	-521.737	306.799	Measured	1150.73	-522.919	259.582	Measured	1139.028	-533.718	279.423	Measured	1121.871	-549.152	239.646	Measured	1077.453	-607.544	243.146	Measured	1086.884	-589.012	249.152	Measured	1212.62	-566.657	383.139	Measured	1195.373	-570.829	371.592	Measured	1174.962	-574.325	355.315	Measured	1135.461	-579.58	316.995	Measured	1234.33	-602.03	381.443	Measured	1218.433	-605.881	371.522	Measured	1189.68	-605.09	351.191	Measured	1142.333	-607.269	316.365	Measured	1234.202	-643.625	359.552	Measured	1217.453	-643.243	348.693	Measured	1189.442	-633.721	328.849	Measured	1146.719	-627.426	304.485	Measured	1223.713	-664.62	331.657	Measured	1204.764	-666.652	319.258	Measured	1182.09	-655.548	304.853	Measured	1158.727	-638.398	298.694	Measured
2082	11.56111	1233.864	10.416	329.984	Measured	1213.383	9.594	317.907	Measured	1196.927	3.335	303.744	Measured	1166.091	-11.233	279.804	Measured	1241.137	-15.187	363.67	Measured	1198.001	-17.766	324.731	Measured	1220.34	-16.15	350.727	Measured	1157.287	-25.239	291.125	Measured	1240.525	-45.375	377.957	Measured	1221.473	-47.391	368.891	Measured	1195.632	-45.315	343.725	Measured	1152.67	-41.704	304.483	Measured	1228.815	-75.416	375.037	Measured	1210.703	-74.499	362.492	Measured	1187.208	-73.678	344.733	Measured	1149.764	-69.084	305.014	Measured	1181.634	-143.465	314.563	Measured	1167.921	-124.412	297.961	Measured	1177.381	-143.486	287.594	Measured	1152.613	-118.641	271.892	Measured	1164.617	-126.443	249.359	Measured	1139.682	-99.961	229.264	Measured	1099.755	-33.074	230.487	Measured	1106.012	-51.999	236.4	Measured	1182.92	-500.418	315.267	Measured	1173.451	-506.628	288.723	Measured	1162.39	-521.689	305.665	Measured	1151.339	-523.042	258.629	Measured	1139.947	-533.762	278.75	Measured	1122.076	-549.29	239.261	Measured	1077.576	-607.585	243.356	Measured	1087.059	-589.034	249.285	Measured	1215.885	-566.251	380.886	Measured	1198.339	-570.452	369.842	Measured	1177.538	-574.015	353.993	Measured	1137.067	-579.501	316.48	Measured	1237.083	-601.741	379.262	Measured	1220.958	-605.66	369.612	Measured	1191.881	-604.914	349.884	Measured	1143.912	-607.14	315.825	Measured	1236.598	-643.384	357.458	Measured	1219.631	-643.11	346.908	Measured	1191.218	-633.666	327.617	Measured	1148.042	-627.344	303.981	Measured	1225.335	-664.833	329.841	Measured	1206.151	-666.735	317.736	Measured	1183.284	-655.549	303.779	Measured	1159.814	-638.313	297.955	Measured
2083	11.56667	1236.431	10.358	327.746	Measured	1215.636	9.63	316.243	Measured	1198.854	3.357	302.372	Measured	1167.279	-11.168	279.208	Measured	1244.606	-15.562	361.131	Measured	1200.481	-17.907	323.251	Measured	1223.546	-16.381	348.668	Measured	1158.499	-24.615	291.591	Measured	1244.286	-45.736	375.309	Measured	1225.014	-47.731	366.724	Measured	1198.539	-45.578	342.206	Measured	1154.604	-41.872	303.979	Measured	1232.592	-75.895	372.543	Measured	1214.169	-74.875	360.407	Measured	1190.262	-74.122	343.181	Measured	1151.768	-69.186	304.454	Measured	1183.921	-143.71	312.798	Measured	1169.941	-124.477	296.786	Measured	1179.178	-143.451	286.101	Measured	1153.963	-118.655	271.015	Measured	1165.463	-126.303	248.24	Measured	1140.026	-99.789	228.864	Measured	1099.961	-32.892	230.641	Measured	1106.24	-51.858	236.455	Measured	1184.61	-500.313	313.702	Measured	1174.67	-506.551	287.397	Measured	1163.884	-521.648	304.485	Measured	1152.025	-523.108	257.735	Measured	1140.977	-533.726	278.079	Measured	1122.303	-549.39	238.944	Measured	1077.738	-607.643	243.602	Measured	1087.239	-589.052	249.48	Measured	1219.164	-565.834	378.477	Measured	1201.403	-570.039	367.875	Measured	1180.176	-573.666	352.633	Measured	1138.743	-579.405	315.972	Measured	1239.881	-601.429	377.049	Measured	1223.577	-605.409	367.798	Measured	1194.1	-604.747	348.46	Measured	1145.528	-607.051	315.286	Measured	1238.883	-643.221	355.314	Measured	1221.76	-642.964	345.161	Measured	1193.045	-633.571	326.33	Measured	1149.389	-627.279	303.461	Measured	1226.938	-665.046	327.976	Measured	1207.532	-666.827	316.218	Measured	1184.435	-655.567	302.602	Measured	1160.949	-638.169	297.2	Measured
2084	11.57222	1238.878	10.309	325.53	Measured	1217.795	9.591	314.479	Measured	1200.692	3.377	301.033	Measured	1168.491	-11.184	278.61	Measured	1248.116	-15.866	358.477	Measured	1202.638	-17.37	322.589	Measured	1226.691	-16.607	346.544	Measured	1160.058	-24.712	291.156	Measured	1247.899	-45.749	373.035	Measured	1228.535	-48.053	364.466	Measured	1201.491	-45.853	340.641	Measured	1156.601	-42.054	303.452	Measured	1236.474	-76.226	369.546	Measured	1217.756	-75.251	358.255	Measured	1193.362	-74.486	341.598	Measured	1153.8	-69.281	303.868	Measured	1186.105	-143.973	311.092	Measured	1171.818	-124.649	295.482	Measured	1180.781	-143.518	284.538	Measured	1155.315	-118.637	270.114	Measured	1166.278	-126.199	247.051	Measured	1140.391	-99.639	228.419	Measured	1100.159	-32.802	230.757	Measured	1106.48	-51.763	236.513	Measured	1186.241	-500.198	312.085	Measured	1175.922	-506.626	285.928	Measured	1165.283	-521.386	303.648	Measured	1152.663	-523.242	256.815	Measured	1142.043	-533.742	277.456	Measured	1122.558	-549.497	238.683	Measured	1077.823	-607.832	244.045	Measured	1087.411	-589.094	249.667	Measured	1222.433	-565.471	376.036	Measured	1204.391	-569.763	366.053	Measured	1182.829	-573.376	351.21	Measured	1140.449	-579.312	315.462	Measured	1242.622	-601.201	374.745	Measured	1226.147	-605.202	365.803	Measured	1196.339	-604.568	347.123	Measured	1147.142	-607.059	314.758	Measured	1241.098	-643.096	353.243	Measured	1223.785	-642.852	343.401	Measured	1194.804	-633.463	324.964	Measured	1150.747	-627.169	302.902	Measured	1228.468	-665.314	326.111	Measured	1208.841	-666.98	314.709	Measured	1185.606	-655.608	301.518	Measured	1162.08	-638.138	296.457	Measured
2085	11.57778	1241.136	10.368	323.335	Measured	1219.794	9.619	312.758	Measured	1202.416	3.402	299.665	Measured	1169.686	-11.144	277.987	Measured	1250.839	-15.576	356.321	Measured	1205.08	-17.475	321.043	Measured	1229.787	-16.841	344.329	Measured	1161.608	-24.663	290.736	Measured	1251.473	-45.968	370.348	Measured	1231.974	-48.361	362.141	Measured	1204.293	-46.072	339.091	Measured	1158.577	-42.299	302.896	Measured	1240.38	-76.674	366.615	Measured	1221.34	-75.734	355.879	Measured	1196.493	-74.817	339.875	Measured	1155.827	-69.381	303.196	Measured	1188.117	-144.269	309.443	Measured	1173.559	-124.778	293.984	Measured	1182.263	-143.581	282.769	Measured	1156.66	-118.714	269.357	Measured	1167.12	-126.048	245.914	Measured	1140.798	-99.466	227.917	Measured	1100.382	-32.778	230.854	Measured	1106.757	-51.676	236.567	Measured	1187.855	-500.201	310.37	Measured	1177.098	-506.676	284.574	Measured	1166.819	-521.397	302.498	Measured	1153.396	-523.364	255.995	Measured	1143.107	-533.761	276.851	Measured	1122.829	-549.615	238.472	Measured	1078.059	-607.922	244.28	Measured	1087.599	-589.192	249.84	Measured	1225.578	-565.23	373.531	Measured	1207.32	-569.487	364.013	Measured	1185.428	-573.16	349.71	Measured	1142.122	-579.28	314.934	Measured	1245.224	-601.022	372.498	Measured	1228.602	-605.092	363.821	Measured	1198.364	-604.846	345.855	Measured	1148.807	-606.919	314.017	Measured	1243.094	-643.077	351.252	Measured	1225.665	-642.793	341.594	Measured	1196.239	-633.553	323.973	Measured	1152.075	-627.086	302.309	Measured	1229.855	-665.645	324.282	Measured	1210.037	-667.228	313.244	Measured	1186.665	-655.761	300.387	Measured	1163.208	-638.166	295.672	Measured
2086	11.58333	1243.189	10.507	321.143	Measured	1221.717	9.697	311.021	Measured	1203.993	3.535	298.363	Measured	1170.893	-11.152	277.293	Measured	1254.121	-15.716	353.598	Measured	1207.464	-17.558	319.394	Measured	1232.769	-16.936	342.081	Measured	1163.214	-24.786	290.158	Measured	1254.947	-45.935	367.595	Measured	1235.263	-48.512	359.853	Measured	1206.871	-45.804	337.994	Measured	1160.466	-42.513	302.224	Measured	1244.308	-77.23	363.454	Measured	1224.926	-76.108	353.459	Measured	1199.641	-75.139	338.038	Measured	1157.832	-69.43	302.407	Measured	1190.008	-144.527	307.774	Measured	1175.252	-124.934	292.721	Measured	1183.756	-143.704	281.222	Measured	1157.924	-118.741	268.474	Measured	1167.877	-125.944	244.777	Measured	1141.126	-99.342	227.468	Measured	1100.539	-32.61	231.159	Measured	1106.955	-51.491	236.799	Measured	1189.414	-500.12	308.712	Measured	1178.248	-506.693	283.237	Measured	1168.252	-521.044	301.526	Measured	1154.02	-523.553	255.01	Measured	1144.089	-533.951	276.03	Measured	1123.14	-549.748	238.197	Measured	1078.359	-607.972	244.436	Measured	1087.849	-589.289	249.98	Measured	1228.493	-565.041	371.179	Measured	1210.075	-569.342	361.998	Measured	1187.922	-573.003	348.206	Measured	1143.841	-579.268	314.306	Measured	1247.737	-600.998	370.238	Measured	1231.001	-605.034	361.778	Measured	1200.483	-604.736	344.322	Measured	1150.384	-606.828	313.3	Measured	1245.007	-643.074	349.343	Measured	1227.462	-642.736	339.908	Measured	1197.846	-633.433	322.523	Measured	1153.332	-627.023	301.624	Measured	1231.086	-666.03	322.43	Measured	1211.049	-667.6	311.78	Measured	1187.636	-655.922	299.231	Measured	1164.293	-638.181	294.854	Measured
2087	11.58889	1245.297	10.628	318.816	Measured	1223.587	9.725	309.113	Measured	1205.631	3.647	296.898	Measured	1172.078	-11.071	276.572	Measured	1256.932	-15.488	350.863	Measured	1209.701	-17.536	317.639	Measured	1235.475	-16.824	339.893	Measured	1164.737	-24.856	289.519	Measured	1258.125	-45.913	364.853	Measured	1238.255	-48.582	357.461	Measured	1209.455	-45.862	336.276	Measured	1162.355	-42.661	301.47	Measured	1248.061	-77.682	360.251	Measured	1228.425	-76.512	350.841	Measured	1202.704	-75.476	336.175	Measured	1159.757	-69.389	301.553	Measured	1191.822	-144.701	306.113	Measured	1176.938	-125.01	291.542	Measured	1185.145	-143.72	279.818	Measured	1159.162	-118.746	267.554	Measured	1168.581	-125.806	243.596	Measured	1141.552	-99.232	226.921	Measured	1100.934	-32.674	230.977	Measured	1107.356	-51.592	236.573	Measured	1191.04	-500.017	306.936	Measured	1179.396	-506.706	281.735	Measured	1169.825	-521.136	300.121	Measured	1154.721	-523.747	253.918	Measured	1145.123	-534.086	275.198	Measured	1123.484	-549.929	237.737	Measured	1078.635	-608.008	244.588	Measured	1088.156	-589.333	250.09	Measured	1231.219	-564.885	368.869	Measured	1212.665	-569.194	360.011	Measured	1190.298	-572.917	346.614	Measured	1145.596	-579.246	313.544	Measured	1250.133	-601.072	368	Measured	1233.277	-605.073	359.783	Measured	1202.561	-604.695	342.6	Measured	1151.983	-606.69	312.415	Measured	1246.779	-643.193	347.439	Measured	1229.127	-642.804	338.219	Measured	1199.317	-633.425	321.144	Measured	1154.631	-626.952	300.893	Measured	1232.115	-666.616	320.697	Measured	1211.99	-667.976	310.298	Measured	1188.529	-656.084	298.066	Measured	1165.348	-638.233	293.968	Measured
2088	11.59444	1247.358	10.865	316.508	Measured	1225.394	9.886	307.122	Measured	1207.219	3.763	295.264	Measured	1173.232	-11.003	275.659	Measured	1259.577	-15.248	348.159	Measured	1212.038	-18.035	315.099	Measured	1237.972	-16.744	337.525	Measured	1166.189	-24.882	288.704	Measured	1261.156	-45.791	362.139	Measured	1241.187	-48.451	355.157	Measured	1211.94	-45.818	334.449	Measured	1164.194	-42.738	300.603	Measured	1251.61	-77.929	357.055	Measured	1231.718	-76.796	348.129	Measured	1205.571	-75.615	334.323	Measured	1161.682	-69.4	300.654	Measured	1193.495	-144.819	304.43	Measured	1178.844	-124.841	290.138	Measured	1186.325	-143.047	277.599	Measured	1160.323	-118.662	266.613	Measured	1169.321	-125.682	242.451	Measured	1141.919	-99.078	226.314	Measured	1101.254	-32.505	230.898	Measured	1107.771	-51.453	236.406	Measured	1192.658	-499.957	305.058	Measured	1180.569	-506.692	280.135	Measured	1171.375	-521.154	298.659	Measured	1155.458	-523.707	252.955	Measured	1146.24	-534.07	274.353	Measured	1123.806	-549.98	237.254	Measured	1078.852	-608.019	244.7	Measured	1088.446	-589.294	250.09	Measured	1233.8	-564.791	366.602	Measured	1215.134	-569.108	358.031	Measured	1192.543	-572.83	345	Measured	1147.244	-579.212	312.712	Measured	1252.402	-601.228	365.741	Measured	1235.451	-605.184	357.75	Measured	1204.515	-604.716	340.967	Measured	1153.526	-606.623	311.58	Measured	1248.458	-643.397	345.486	Measured	1230.679	-642.927	336.473	Measured	1200.767	-633.508	319.753	Measured	1155.902	-626.866	300.084	Measured	1233.147	-667.228	318.885	Measured	1212.828	-668.378	308.706	Measured	1189.336	-656.274	296.747	Measured	1166.395	-638.253	292.945	Measured
