Frame	Time	LH_pinky_fingertip X	LH_pinky_fingertip Y	LH_pinky_fingertip Z	LH_pinky_fingertip Type	LH_pinky_DIP X	LH_pinky_DIP Y	LH_pinky_DIP Z	LH_pinky_DIP Type	LH_pinky_PIP X	LH_pinky_PIP Y	LH_pinky_PIP Z	LH_pinky_PIP Type	LH_pinky_MCP X	LH_pinky_MCP Y	LH_pinky_MCP Z	LH_pinky_MCP Type	LH_ring_fingertip X	LH_ring_fingertip Y	LH_ring_fingertip Z	LH_ring_fingertip Type	LH_ring_DIP X	LH_ring_DIP Y	LH_ring_DIP Z	LH_ring_DIP Type	LH_ring_PIP X	LH_ring_PIP Y	LH_ring_PIP Z	LH_ring_PIP Type	LH_ring_MCP X	LH_ring_MCP Y	LH_ring_MCP Z	LH_ring_MCP Type	LH_middle_fingertip X	LH_middle_fingertip Y	LH_middle_fingertip Z	LH_middle_fingertip Type	LH_middle_DIP X	LH_middle_DIP Y	LH_middle_DIP Z	LH_middle_DIP Type	LH_middle_PIP X	LH_middle_PIP Y	LH_middle_PIP Z	LH_middle_PIP Type	LH_middle_MCP X	LH_middle_MCP Y	LH_middle_MCP Z	LH_middle_MCP Type	LH_index_fingertip X	LH_index_fingertip Y	LH_index_fingertip Z	LH_index_fingertip Type	LH_index_DIP X	LH_index_DIP Y	LH_index_DIP Z	LH_index_DIP Type	LH_index_PIP X	LH_index_PIP Y	LH_index_PIP Z	LH_index_PIP Type	LH_index_MCP X	LH_index_MCP Y	LH_index_MCP Z	LH_index_MCP Type	LH_thumb_fingertip X	LH_thumb_fingertip Y	LH_thumb_fingertip Z	LH_thumb_fingertip Type	LH_thumb_IP2 X	LH_thumb_IP2 Y	LH_thumb_IP2 Z	LH_thumb_IP2 Type	LH_thumb_IP1 X	LH_thumb_IP1 Y	LH_thumb_IP1 Z	LH_thumb_IP1 Type	LH_thumb_MCP2 X	LH_thumb_MCP2 Y	LH_thumb_MCP2 Z	LH_thumb_MCP2 Type	LH_thumb_MCP1 X	LH_thumb_MCP1 Y	LH_thumb_MCP1 Z	LH_thumb_MCP1 Type	LH_thumb_base X	LH_thumb_base Y	LH_thumb_base Z	LH_thumb_base Type	LH_wrist2 X	LH_wrist2 Y	LH_wrist2 Z	LH_wrist2 Type	LH_wrist1 X	LH_wrist1 Y	LH_wrist1 Z	LH_wrist1 Type	RH_thumb_fingertip X	RH_thumb_fingertip Y	RH_thumb_fingertip Z	RH_thumb_fingertip Type	RH_thumb_IP1 X	RH_thumb_IP1 Y	RH_thumb_IP1 Z	RH_thumb_IP1 Type	RH_thumb_IP2 X	RH_thumb_IP2 Y	RH_thumb_IP2 Z	RH_thumb_IP2 Type	RH_thumb_MCP1 X	RH_thumb_MCP1 Y	RH_thumb_MCP1 Z	RH_thumb_MCP1 Type	RH_thumb_MCP2 X	RH_thumb_MCP2 Y	RH_thumb_MCP2 Z	RH_thumb_MCP2 Type	RH_thumb_base X	RH_thumb_base Y	RH_thumb_base Z	RH_thumb_base Type	RH_wrist2 X	RH_wrist2 Y	RH_wrist2 Z	RH_wrist2 Type	RH_wrist1 X	RH_wrist1 Y	RH_wrist1 Z	RH_wrist1 Type	RH_index_fingertip X	RH_index_fingertip Y	RH_index_fingertip Z	RH_index_fingertip Type	RH_index_DIP X	RH_index_DIP Y	RH_index_DIP Z	RH_index_DIP Type	RH_index_PIP X	RH_index_PIP Y	RH_index_PIP Z	RH_index_PIP Type	RH_index_MCP X	RH_index_MCP Y	RH_index_MCP Z	RH_index_MCP Type	RH_middle_fingertip X	RH_middle_fingertip Y	RH_middle_fingertip Z	RH_middle_fingertip Type	RH_middle_DIP X	RH_middle_DIP Y	RH_middle_DIP Z	RH_middle_DIP Type	RH_middle_PIP X	RH_middle_PIP Y	RH_middle_PIP Z	RH_middle_PIP Type	RH_middle_MCP X	RH_middle_MCP Y	RH_middle_MCP Z	RH_middle_MCP Type	RH_ring_fingertip X	RH_ring_fingertip Y	RH_ring_fingertip Z	RH_ring_fingertip Type	RH_ring_DIP X	RH_ring_DIP Y	RH_ring_DIP Z	RH_ring_DIP Type	RH_ring_PIP X	RH_ring_PIP Y	RH_ring_PIP Z	RH_ring_PIP Type	RH_ring_MCP X	RH_ring_MCP Y	RH_ring_MCP Z	RH_ring_MCP Type	RH_pinky_fingertip X	RH_pinky_fingertip Y	RH_pinky_fingertip Z	RH_pinky_fingertip Type	RH_pinky_DIP X	RH_pinky_DIP Y	RH_pinky_DIP Z	RH_pinky_DIP Type	RH_pinky_PIP X	RH_pinky_PIP Y	RH_pinky_PIP Z	RH_pinky_PIP Type	RH_pinky_MCP X	RH_pinky_MCP Y	RH_pinky_MCP Z	RH_pinky_MCP Type
11	0.05556	1299.331	-57.153	266.687	Measured	1277.579	-51.403	273.19	Measured	1254.667	-48.872	275.395	Measured	1210.932	-52.939	279.565	Measured	1321.317	-73.463	283.476	Measured	1264.678	-70.631	286.588	Measured	1297.634	-73.3	288.596	Measured	1211.575	-71.956	290.452	Measured	1327.145	-107.702	288.059	Measured	1306.463	-108.337	293.04	Measured	1272.597	-101.498	293.851	Measured	1213.322	-91.264	294.967	Measured	1308.915	-147.21	292.55	Measured	1288.108	-141.398	295.133	Measured	1259.995	-133.263	297.155	Measured	1208.265	-114.082	294.544	Measured	1215.408	-197.514	270.326	Measured	1202.712	-171.755	270.657	Measured	1195.059	-187.746	254.442	Measured	1177.804	-157.044	266.347	Measured	1166.501	-160.945	242.058	Measured	1140.893	-129.594	250.342	Measured	1116.369	-58.466	274.639	Measured	1121.063	-78.841	278.363	Measured	1207.89	-462.515	256.601	Measured	1187.549	-478.311	244.563	Measured	1198.026	-491.545	263.573	Measured	1160.946	-504.676	238.239	Measured	1171.614	-514.573	261.33	Measured	1132.232	-534.908	246.835	Measured	1102.742	-598.908	273.523	Measured	1110.157	-578.209	275.564	Measured	1298.647	-530.154	292.881	Measured	1278.98	-537.121	293.18	Measured	1254.369	-544.231	291.621	Measured	1202.075	-557.391	288.042	Measured	1318.289	-570.957	285.62	Measured	1299.552	-575.261	286.696	Measured	1265.093	-576.734	285.363	Measured	1208.372	-581.819	285.433	Measured	1307.554	-615.037	271.156	Measured	1287.921	-615.581	273.685	Measured	1252.984	-608.218	273.503	Measured	1205.63	-603.081	277.794	Measured	1281.377	-642.795	255.127	Measured	1258.719	-644.647	257.75	Measured	1232.507	-634.19	259.674	Measured	1208.385	-615.969	267.93	Measured
12	0.06111	1299.26	-57.123	265.937	Measured	1277.464	-51.419	272.393	Measured	1254.526	-48.968	274.445	Measured	1210.873	-53.036	278.687	Measured	1321.266	-73.558	282.512	Measured	1264.628	-70.702	285.68	Measured	1297.601	-73.389	287.684	Measured	1211.523	-72.037	289.526	Measured	1327.1	-107.801	287.074	Measured	1306.428	-108.427	292.118	Measured	1272.542	-101.593	292.949	Measured	1213.303	-91.325	294.089	Measured	1308.905	-147.182	291.543	Measured	1288.078	-141.339	294.233	Measured	1259.966	-133.296	296.238	Measured	1208.217	-114.196	293.729	Measured	1215.356	-197.61	269.524	Measured	1202.635	-171.836	269.935	Measured	1195.008	-187.885	253.788	Measured	1177.723	-157.146	265.543	Measured	1166.407	-161.07	241.28	Measured	1140.814	-129.701	249.561	Measured	1116.285	-58.533	273.852	Measured	1120.996	-78.881	277.571	Measured	1207.905	-462.411	255.876	Measured	1187.58	-478.16	243.84	Measured	1198.036	-491.446	262.814	Measured	1160.966	-504.586	237.465	Measured	1171.639	-514.468	260.594	Measured	1132.234	-534.812	246.037	Measured	1102.78	-598.769	272.707	Measured	1110.209	-578.114	274.787	Measured	1298.699	-530.054	291.986	Measured	1279.009	-537.053	292.243	Measured	1254.432	-544.177	290.754	Measured	1202.093	-557.347	287.139	Measured	1318.349	-570.923	284.647	Measured	1299.58	-575.242	285.686	Measured	1265.14	-576.646	284.492	Measured	1208.379	-581.767	284.6	Measured	1307.567	-614.992	270.187	Measured	1287.943	-615.49	272.732	Measured	1253.01	-608.174	272.574	Measured	1205.655	-603.026	276.887	Measured	1281.342	-642.773	254.234	Measured	1258.724	-644.535	256.874	Measured	1232.491	-634.084	258.772	Measured	1208.369	-615.93	267.102	Measured
13	0.06667	1299.16	-57.052	265.275	Measured	1277.31	-51.373	271.662	Measured	1254.441	-48.997	273.564	Measured	1210.822	-53.097	277.781	Measured	1321.221	-73.672	281.626	Measured	1264.568	-70.783	284.733	Measured	1297.566	-73.499	286.744	Measured	1211.47	-72.12	288.687	Measured	1327.049	-107.872	286.124	Measured	1306.355	-108.522	291.12	Measured	1272.486	-101.683	292.088	Measured	1213.238	-91.406	293.237	Measured	1308.922	-147.232	290.597	Measured	1288.046	-141.413	293.305	Measured	1259.921	-133.391	295.374	Measured	1208.194	-114.266	292.924	Measured	1215.328	-197.723	268.78	Measured	1202.557	-171.967	269.13	Measured	1194.963	-188.028	253.041	Measured	1177.684	-157.215	264.777	Measured	1166.344	-161.166	240.555	Measured	1140.724	-129.798	248.812	Measured	1116.237	-58.641	272.996	Measured	1120.95	-79.004	276.749	Measured	1207.915	-462.372	255.147	Measured	1187.613	-478.062	243.144	Measured	1198.031	-491.384	262.108	Measured	1160.971	-504.482	236.742	Measured	1171.671	-514.397	259.795	Measured	1132.262	-534.681	245.297	Measured	1102.782	-598.709	271.956	Measured	1110.217	-578.042	273.979	Measured	1298.755	-529.999	291.043	Measured	1279.087	-536.977	291.406	Measured	1254.494	-544.095	289.885	Measured	1202.144	-557.279	286.399	Measured	1318.408	-570.862	283.718	Measured	1299.635	-575.179	284.773	Measured	1265.196	-576.62	283.565	Measured	1208.422	-581.734	283.764	Measured	1307.593	-614.895	269.253	Measured	1287.966	-615.443	271.884	Measured	1253.053	-608.056	271.749	Measured	1205.717	-602.994	276.181	Measured	1281.319	-642.706	253.351	Measured	1258.718	-644.486	255.969	Measured	1232.497	-634.025	257.904	Measured	1208.426	-615.872	266.246	Measured
14	0.07222	1299.094	-57.075	264.621	Measured	1277.182	-51.42	270.889	Measured	1254.351	-49.094	272.769	Measured	1210.766	-53.2	276.949	Measured	1321.203	-73.851	280.715	Measured	1264.521	-70.909	283.933	Measured	1297.518	-73.605	285.909	Measured	1211.462	-72.216	287.822	Measured	1327.012	-108.036	285.164	Measured	1306.334	-108.663	290.232	Measured	1272.418	-101.785	291.245	Measured	1213.225	-91.501	292.433	Measured	1308.901	-147.299	289.744	Measured	1288.03	-141.465	292.441	Measured	1259.904	-133.461	294.544	Measured	1208.15	-114.36	292.092	Measured	1215.275	-197.856	268.038	Measured	1202.516	-172.07	268.378	Measured	1194.904	-188.145	252.28	Measured	1177.634	-157.343	264.024	Measured	1166.246	-161.284	239.783	Measured	1140.657	-129.919	248.049	Measured	1116.216	-58.73	272.274	Measured	1120.901	-79.091	275.995	Measured	1207.947	-462.256	254.539	Measured	1187.623	-477.985	242.426	Measured	1198.06	-491.327	261.39	Measured	1161.016	-504.383	236.029	Measured	1171.693	-514.322	259.113	Measured	1132.288	-534.622	244.549	Measured	1102.836	-598.624	271.159	Measured	1110.263	-577.961	273.248	Measured	1298.831	-529.892	290.205	Measured	1279.151	-536.917	290.504	Measured	1254.587	-544.016	289.067	Measured	1202.188	-557.23	285.619	Measured	1318.459	-570.838	282.766	Measured	1299.687	-575.135	283.886	Measured	1265.266	-576.53	282.755	Measured	1208.45	-581.637	282.971	Measured	1307.613	-614.87	268.439	Measured	1287.98	-615.38	270.965	Measured	1253.079	-608.039	270.875	Measured	1205.757	-602.921	275.278	Measured	1281.336	-642.62	252.582	Measured	1258.72	-644.433	255.191	Measured	1232.5	-633.954	257.087	Measured	1208.439	-615.807	265.462	Measured
15	0.07778	1299.022	-57.112	263.98	Measured	1277.042	-51.443	270.254	Measured	1254.229	-49.21	271.966	Measured	1210.731	-53.285	276.183	Measured	1321.153	-73.961	279.969	Measured	1264.458	-71.042	283.102	Measured	1297.473	-73.771	285.069	Measured	1211.404	-72.298	287.073	Measured	1326.994	-108.158	284.315	Measured	1306.331	-108.761	289.416	Measured	1272.404	-101.864	290.376	Measured	1213.179	-91.595	291.647	Measured	1308.869	-147.4	288.893	Measured	1288	-141.557	291.631	Measured	1259.912	-133.567	293.734	Measured	1208.124	-114.438	291.37	Measured	1215.262	-197.987	267.295	Measured	1202.457	-172.19	267.605	Measured	1194.922	-188.283	251.621	Measured	1177.582	-157.461	263.325	Measured	1166.17	-161.436	239.094	Measured	1140.632	-130.07	247.352	Measured	1116.191	-58.869	271.502	Measured	1120.886	-79.23	275.27	Measured	1207.97	-462.227	253.901	Measured	1187.661	-477.895	241.838	Measured	1198.086	-491.273	260.752	Measured	1161.044	-504.316	235.334	Measured	1171.724	-514.286	258.398	Measured	1132.314	-534.544	243.872	Measured	1102.852	-598.565	270.445	Measured	1110.302	-577.879	272.537	Measured	1298.869	-529.9	289.295	Measured	1279.211	-536.844	289.72	Measured	1254.628	-543.975	288.279	Measured	1202.25	-557.185	284.863	Measured	1318.5	-570.783	281.931	Measured	1299.74	-575.078	283.023	Measured	1265.321	-576.549	281.887	Measured	1208.512	-581.631	282.226	Measured	1307.614	-614.805	267.6	Measured	1287.995	-615.316	270.229	Measured	1253.133	-607.97	270.099	Measured	1205.811	-602.879	274.565	Measured	1281.338	-642.621	251.798	Measured	1258.722	-644.404	254.413	Measured	1232.528	-633.906	256.31	Measured	1208.492	-615.775	264.681	Measured
16	0.08333	1298.967	-57.146	263.455	Measured	1276.951	-51.516	269.636	Measured	1254.128	-49.298	271.354	Measured	1210.693	-53.428	275.401	Measured	1321.123	-74.141	279.166	Measured	1264.428	-71.159	282.359	Measured	1297.436	-73.872	284.368	Measured	1211.403	-72.413	286.283	Measured	1327.007	-108.311	283.541	Measured	1306.323	-108.928	288.587	Measured	1272.441	-101.997	289.678	Measured	1213.19	-91.69	290.911	Measured	1308.829	-147.552	288.137	Measured	1287.98	-141.736	290.885	Measured	1259.936	-133.678	292.984	Measured	1208.08	-114.56	290.625	Measured	1215.251	-198.115	266.56	Measured	1202.44	-172.309	266.888	Measured	1194.832	-188.412	250.839	Measured	1177.547	-157.6	262.6	Measured	1166.145	-161.583	238.392	Measured	1140.554	-130.181	246.581	Measured	1116.136	-58.992	270.798	Measured	1120.863	-79.353	274.56	Measured	1208.015	-462.213	253.325	Measured	1187.695	-477.892	241.176	Measured	1198.111	-491.272	260.113	Measured	1161.077	-504.212	234.689	Measured	1171.742	-514.233	257.772	Measured	1132.356	-534.459	243.17	Measured	1102.907	-598.493	269.746	Measured	1110.358	-577.832	271.841	Measured	1298.942	-529.788	288.57	Measured	1279.279	-536.805	288.914	Measured	1254.685	-543.899	287.532	Measured	1202.281	-557.154	284.15	Measured	1318.549	-570.742	281.047	Measured	1299.793	-575.039	282.222	Measured	1265.382	-576.441	281.167	Measured	1208.531	-581.572	281.457	Measured	1307.658	-614.755	266.885	Measured	1288.013	-615.285	269.45	Measured	1253.154	-607.913	269.327	Measured	1205.847	-602.773	273.747	Measured	1281.295	-642.62	251.163	Measured	1258.727	-644.348	253.74	Measured	1232.526	-633.861	255.628	Measured	1208.508	-615.71	263.898	Measured
17	0.08889	1298.91	-57.154	263.007	Measured	1276.809	-51.492	269.23	Measured	1254.015	-49.444	270.582	Measured	1210.679	-53.535	274.686	Measured	1321.097	-74.216	278.51	Measured	1264.422	-71.306	281.633	Measured	1297.381	-74.059	283.617	Measured	1211.361	-72.523	285.604	Measured	1326.974	-108.448	282.727	Measured	1306.317	-109.019	287.891	Measured	1272.413	-102.062	288.869	Measured	1213.149	-91.818	290.186	Measured	1308.831	-147.607	287.378	Measured	1288.008	-141.8	290.166	Measured	1259.918	-133.799	292.272	Measured	1208.074	-114.639	289.889	Measured	1215.174	-198.229	265.897	Measured	1202.412	-172.453	266.195	Measured	1194.786	-188.496	250.144	Measured	1177.532	-157.738	261.958	Measured	1166.129	-161.688	237.727	Measured	1140.531	-130.329	245.915	Measured	1116.09	-59.13	270.128	Measured	1120.822	-79.472	273.873	Measured	1208.034	-462.131	252.792	Measured	1187.73	-477.807	240.617	Measured	1198.15	-491.203	259.557	Measured	1161.089	-504.148	234.035	Measured	1171.765	-514.209	257.098	Measured	1132.384	-534.395	242.528	Measured	1102.926	-598.468	269.084	Measured	1110.363	-577.805	271.156	Measured	1299.008	-529.802	287.724	Measured	1279.356	-536.723	288.186	Measured	1254.734	-543.858	286.795	Measured	1202.339	-557.098	283.474	Measured	1318.61	-570.705	280.291	Measured	1299.853	-574.994	281.397	Measured	1265.424	-576.452	280.373	Measured	1208.614	-581.491	280.741	Measured	1307.669	-614.718	266.14	Measured	1288.02	-615.223	268.751	Measured	1253.174	-607.863	268.635	Measured	1205.901	-602.715	273.056	Measured	1281.282	-642.609	250.602	Measured	1258.695	-644.372	253.092	Measured	1232.496	-633.852	254.911	Measured	1208.572	-615.587	263.151	Measured
18	0.09444	1298.867	-57.198	262.503	Measured	1276.699	-51.516	268.695	Measured	1253.94	-49.521	269.965	Measured	1210.643	-53.673	273.947	Measured	1321.082	-74.363	277.815	Measured	1264.426	-71.392	280.937	Measured	1297.371	-74.114	283	Measured	1211.355	-72.632	284.921	Measured	1326.962	-108.508	282.048	Measured	1306.308	-109.136	287.111	Measured	1272.409	-102.193	288.133	Measured	1213.12	-91.915	289.502	Measured	1308.827	-147.68	286.633	Measured	1288.002	-141.872	289.387	Measured	1259.903	-133.884	291.597	Measured	1208.069	-114.755	289.242	Measured	1215.13	-198.31	265.171	Measured	1202.415	-172.58	265.555	Measured	1194.733	-188.602	249.414	Measured	1177.516	-157.879	261.273	Measured	1166.105	-161.858	237.051	Measured	1140.539	-130.464	245.341	Measured	1116.087	-59.238	269.472	Measured	1120.798	-79.602	273.216	Measured	1208.026	-462.099	252.242	Measured	1187.732	-477.729	240.096	Measured	1198.178	-491.167	258.957	Measured	1161.116	-504.064	233.446	Measured	1171.789	-514.162	256.542	Measured	1132.4	-534.337	241.922	Measured	1102.966	-598.375	268.42	Measured	1110.405	-577.739	270.522	Measured	1299.039	-529.698	287.04	Measured	1279.384	-536.68	287.422	Measured	1254.772	-543.798	286.12	Measured	1202.367	-557.064	282.771	Measured	1318.611	-570.633	279.499	Measured	1299.894	-574.935	280.675	Measured	1265.472	-576.359	279.693	Measured	1208.621	-581.457	280.027	Measured	1307.712	-614.627	265.517	Measured	1288.048	-615.13	268.085	Measured	1253.2	-607.803	267.926	Measured	1205.894	-602.663	272.245	Measured	1281.256	-642.602	250.076	Measured	1258.628	-644.348	252.561	Measured	1232.478	-633.772	254.281	Measured	1208.538	-615.583	262.45	Measured
19	0.1	1298.75	-56.823	262.698	Measured	1276.601	-51.536	268.165	Measured	1253.888	-49.611	269.282	Measured	1210.61	-53.769	273.318	Measured	1321.043	-74.452	277.241	Measured	1264.399	-71.502	280.289	Measured	1297.369	-74.242	282.321	Measured	1211.337	-72.731	284.244	Measured	1326.945	-108.58	281.368	Measured	1306.286	-109.172	286.505	Measured	1272.427	-102.305	287.501	Measured	1213.114	-92.012	288.845	Measured	1308.795	-147.769	285.999	Measured	1288.025	-141.942	288.751	Measured	1259.888	-133.982	290.948	Measured	1208.048	-114.854	288.543	Measured	1215.129	-198.389	264.515	Measured	1202.41	-172.655	264.908	Measured	1194.725	-188.699	248.81	Measured	1177.482	-157.977	260.655	Measured	1166.11	-161.966	236.448	Measured	1140.536	-130.566	244.685	Measured	1116.065	-59.355	268.859	Measured	1120.768	-79.689	272.617	Measured	1208.07	-462.042	251.759	Measured	1187.771	-477.692	239.516	Measured	1198.214	-491.134	258.414	Measured	1161.129	-503.96	232.893	Measured	1171.816	-514.084	255.963	Measured	1132.426	-534.271	241.32	Measured	1102.962	-598.295	267.799	Measured	1110.423	-577.654	269.898	Measured	1299.069	-529.652	286.315	Measured	1279.41	-536.606	286.797	Measured	1254.825	-543.713	285.467	Measured	1202.39	-557.024	282.174	Measured	1318.659	-570.569	278.803	Measured	1299.922	-574.879	279.942	Measured	1265.5	-576.303	278.985	Measured	1208.647	-581.422	279.415	Measured	1307.704	-614.563	264.809	Measured	1288.068	-615.092	267.401	Measured	1253.212	-607.685	267.272	Measured	1205.926	-602.586	271.689	Measured	1281.184	-642.654	249.6	Measured	1258.551	-644.32	252.039	Measured	1232.422	-633.664	253.71	Measured	1208.544	-615.538	261.77	Measured
20	0.10556	1298.704	-56.838	262.277	Measured	1276.486	-51.543	267.701	Measured	1253.805	-49.678	268.732	Measured	1210.599	-53.864	272.668	Measured	1321.013	-74.557	276.685	Measured	1264.379	-71.622	279.696	Measured	1297.338	-74.323	281.761	Measured	1211.295	-72.845	283.613	Measured	1326.934	-108.674	280.675	Measured	1306.278	-109.258	285.821	Measured	1272.462	-102.421	286.843	Measured	1213.111	-92.129	288.234	Measured	1308.776	-147.904	285.335	Measured	1288.001	-142.114	288.103	Measured	1259.878	-134.053	290.262	Measured	1208.049	-114.976	287.961	Measured	1215.144	-198.496	263.876	Measured	1202.42	-172.78	264.262	Measured	1194.729	-188.839	248.226	Measured	1177.499	-158.079	259.994	Measured	1166.071	-162.069	235.785	Measured	1140.538	-130.669	244.067	Measured	1116.056	-59.474	268.268	Measured	1120.773	-79.796	272.006	Measured	1208.092	-461.97	251.337	Measured	1187.791	-477.6	239.048	Measured	1198.233	-491.069	257.958	Measured	1161.146	-503.889	232.342	Measured	1171.828	-514.016	255.368	Measured	1132.45	-534.174	240.763	Measured	1102.949	-598.216	267.199	Measured	1110.416	-577.572	269.311	Measured	1299.104	-529.606	285.633	Measured	1279.466	-536.559	286.112	Measured	1254.851	-543.698	284.769	Measured	1202.426	-556.969	281.53	Measured	1318.685	-570.525	278.064	Measured	1299.942	-574.847	279.266	Measured	1265.545	-576.251	278.317	Measured	1208.615	-581.355	278.721	Measured	1307.706	-614.503	264.223	Measured	1288.059	-615.01	266.833	Measured	1253.161	-607.671	266.64	Measured	1205.922	-602.573	271.076	Measured	1281.088	-642.695	249.238	Measured	1258.42	-644.329	251.554	Measured	1232.316	-633.625	253.089	Measured	1208.576	-615.493	261.179	Measured
21	0.11111	1298.699	-57.162	261.391	Measured	1276.398	-51.576	267.292	Measured	1253.72	-49.749	268.218	Measured	1210.579	-53.94	272.102	Measured	1320.986	-74.668	276.194	Measured	1264.338	-71.737	279.107	Measured	1297.303	-74.442	281.257	Measured	1211.309	-72.959	282.986	Measured	1326.922	-108.744	280.121	Measured	1306.25	-109.366	285.194	Measured	1272.451	-102.485	286.222	Measured	1213.136	-92.22	287.611	Measured	1308.851	-147.921	284.671	Measured	1288.032	-142.129	287.436	Measured	1259.889	-134.122	289.647	Measured	1208.052	-115.108	287.359	Measured	1215.143	-198.608	263.261	Measured	1202.439	-172.875	263.673	Measured	1194.653	-188.949	247.532	Measured	1177.514	-158.155	259.412	Measured	1166.078	-162.184	235.207	Measured	1140.532	-130.794	243.488	Measured	1116.059	-59.588	267.668	Measured	1120.788	-79.917	271.424	Measured	1208.1	-461.953	250.938	Measured	1187.826	-477.535	238.648	Measured	1198.247	-491.071	257.465	Measured	1161.182	-503.814	231.83	Measured	1171.865	-513.946	254.879	Measured	1132.469	-534.081	240.181	Measured	1102.977	-598.121	266.599	Measured	1110.41	-577.499	268.729	Measured	1299.147	-529.549	285.034	Measured	1279.495	-536.501	285.471	Measured	1254.872	-543.625	284.199	Measured	1202.435	-556.921	280.966	Measured	1318.721	-570.506	277.427	Measured	1299.97	-574.838	278.627	Measured	1265.562	-576.231	277.69	Measured	1208.678	-581.326	278.231	Measured	1307.675	-614.497	263.714	Measured	1288.031	-614.992	266.197	Measured	1253.139	-607.657	266.025	Measured	1205.926	-602.513	270.428	Measured	1280.974	-642.744	248.93	Measured	1258.312	-644.319	251.165	Measured	1232.193	-633.579	252.596	Measured	1208.547	-615.473	260.557	Measured
22	0.11667	1298.643	-56.892	261.621	Measured	1276.311	-51.619	266.943	Measured	1253.644	-49.876	267.69	Measured	1210.563	-54.08	271.478	Measured	1320.966	-74.808	275.777	Measured	1264.317	-71.872	278.606	Measured	1297.269	-74.597	280.756	Measured	1211.308	-73.049	282.424	Measured	1326.913	-108.893	279.483	Measured	1306.25	-109.49	284.625	Measured	1272.455	-102.606	285.684	Measured	1213.134	-92.33	287.048	Measured	1308.89	-148.002	284.027	Measured	1288.033	-142.211	286.838	Measured	1259.885	-134.234	289.048	Measured	1208.085	-115.215	286.76	Measured	1215.177	-198.766	262.722	Measured	1202.46	-173.016	263.078	Measured	1194.741	-189.091	247.017	Measured	1177.506	-158.301	258.817	Measured	1166.089	-162.277	234.635	Measured	1140.506	-130.939	242.887	Measured	1116.067	-59.705	267.147	Measured	1120.79	-80.074	270.89	Measured	1208.116	-461.954	250.576	Measured	1187.857	-477.475	238.256	Measured	1198.281	-491.077	257.025	Measured	1161.206	-503.731	231.38	Measured	1171.882	-513.907	254.43	Measured	1132.481	-534.036	239.662	Measured	1102.968	-598.057	266.079	Measured	1110.42	-577.417	268.228	Measured	1299.188	-529.515	284.413	Measured	1279.523	-536.475	284.93	Measured	1254.912	-543.621	283.627	Measured	1202.466	-556.931	280.391	Measured	1318.753	-570.567	276.756	Measured	1299.997	-574.884	277.957	Measured	1265.604	-576.223	277.088	Measured	1208.62	-581.267	277.602	Measured	1307.62	-614.561	263.182	Measured	1288.003	-615.033	265.726	Measured	1253.107	-607.627	265.54	Measured	1205.919	-602.514	269.982	Measured	1280.845	-642.849	248.606	Measured	1258.16	-644.34	250.785	Measured	1232.077	-633.537	252.165	Measured	1208.539	-615.452	260.001	Measured
23	0.12222	1298.659	-56.813	261.374	Measured	1276.255	-51.555	266.616	Measured	1253.543	-49.994	267.262	Measured	1210.553	-54.229	270.94	Measured	1320.939	-74.958	275.419	Measured	1264.291	-72.018	278.157	Measured	1297.238	-74.751	280.349	Measured	1211.306	-73.155	281.854	Measured	1326.919	-108.995	278.957	Measured	1306.267	-109.61	284.055	Measured	1272.434	-102.732	285.094	Measured	1213.132	-92.493	286.48	Measured	1308.919	-148.122	283.425	Measured	1288.077	-142.364	286.25	Measured	1259.923	-134.382	288.465	Measured	1208.128	-115.34	286.181	Measured	1215.198	-198.879	262.152	Measured	1202.444	-173.134	262.494	Measured	1194.79	-189.224	246.448	Measured	1177.532	-158.425	258.267	Measured	1166.094	-162.386	234.046	Measured	1140.529	-130.945	242.023	Measured	1116.085	-59.848	266.635	Measured	1120.909	-80.281	270.035	Measured	1208.131	-461.949	250.246	Measured	1187.878	-477.444	237.856	Measured	1198.276	-491.076	256.682	Measured	1161.223	-503.675	230.956	Measured	1171.873	-513.934	253.961	Measured	1132.464	-534.008	239.195	Measured	1102.953	-597.985	265.586	Measured	1110.443	-577.366	267.725	Measured	1299.225	-529.505	283.862	Measured	1279.572	-536.512	284.347	Measured	1254.934	-543.655	283.054	Measured	1202.203	-556.798	279.76	Measured	1318.771	-570.597	276.176	Measured	1300.009	-574.894	277.44	Measured	1265.624	-576.223	276.568	Measured	1208.619	-581.242	277.067	Measured	1307.579	-614.602	262.783	Measured	1287.934	-615.086	265.271	Measured	1253.06	-607.663	265.004	Measured	1205.895	-602.478	269.382	Measured	1280.73	-642.966	248.366	Measured	1257.999	-644.39	250.437	Measured	1231.962	-633.528	251.684	Measured	1208.467	-615.465	259.436	Measured
